pos id distance(cM) cumulative(cM) rate(cM/Mb)
26142431 sid55103 0.000223 26.121238 1.00
26142682 sid55104 0.000251 26.121489 1.00
26142919 sid55105 0.000237 26.121726 1.00
26143224 sid55106 0.000305 26.122031 1.00
26143688 sid55107 0.000464 26.122495 1.00
26143920 sid55108 0.000232 26.122727 1.00
26144190 sid55109 0.000270 26.122997 1.00
26144489 sid55110 0.000299 26.123296 1.00
26144986 sid55112 0.000497 26.123793 1.00
26145150 sid55113 0.000164 26.123957 1.00
26146937 sid55114 0.001787 26.125744 1.00
26147109 sid55115 0.000172 26.125916 1.00
26147373 sid55116 0.000264 26.126180 1.00
26147652 sid55117 0.000279 26.126459 1.00
26147822 sid55118 0.000170 26.126629 1.00
26148009 sid55119 0.000187 26.126816 1.00
26148313 sid55120 0.000304 26.127120 1.00
26148756 sid55121 0.000443 26.127563 1.00
26149173 sid55123 0.000417 26.127980 1.00
26149393 sid55124 0.000220 26.128200 1.00
26149674 sid55125 0.000281 26.128481 1.00
26150883 sid55128 0.001209 26.129690 1.00
26151015 sid55129 0.000132 26.129822 1.00
26151307 sid55130 0.000292 26.130114 1.00
26151851 sid55132 0.000544 26.130658 1.00
26152040 sid55133 0.000189 26.130847 1.00
26152589 sid55134 0.000549 26.131396 1.00
26152881 sid55135 0.000292 26.131688 1.00
26153129 sid55136 0.000248 26.131936 1.00
26153378 sid55137 0.000249 26.132185 1.00
26153696 sid55138 0.000318 26.132503 1.00
26153938 sid55139 0.000242 26.132745 1.00
26154976 sid55140 0.001038 26.133783 1.00
26155208 sid55141 0.000232 26.134015 1.00
26155412 sid55142 0.000204 26.134219 1.00
26155617 sid55143 0.000205 26.134424 1.00
26156008 sid55145 0.000391 26.134815 1.00
26156306 sid55146 0.000298 26.135113 1.00
26156686 sid55147 0.000380 26.135493 1.00
26156982 sid55148 0.000296 26.135789 1.00
26157202 sid55149 0.000220 26.136009 1.00
26157845 sid55150 0.000643 26.136652 1.00
26158107 sid55151 0.000262 26.136914 1.00
26158333 sid55152 0.000226 26.137140 1.00
26158566 sid55153 0.000233 26.137373 1.00
26159036 sid55155 0.000470 26.137843 1.00
26159303 sid55156 0.000267 26.138110 1.00
26160150 sid55158 0.000847 26.138957 1.00
26160543 sid55159 0.000393 26.139350 1.00
26161524 sid55161 0.000981 26.140331 1.00
26161817 sid55162 0.000293 26.140624 1.00
26162130 sid55163 0.000313 26.140937 1.00
26162260 sid55164 0.000130 26.141067 1.00
26162554 sid55165 0.000294 26.141361 1.00
26163094 sid55167 0.000540 26.141901 1.00
26163253 sid55168 0.000159 26.142060 1.00
26163474 sid55169 0.000221 26.142281 1.00
26164393 sid55172 0.000919 26.143200 1.00
26164616 sid55173 0.000223 26.143423 1.00
26164767 sid55174 0.000151 26.143574 1.00
26165080 sid55175 0.000313 26.143887 1.00
26165318 sid55176 0.000238 26.144125 1.00
26166232 sid55177 0.000914 26.145039 1.00
26166396 sid55178 0.000164 26.145203 1.00
26166668 sid55179 0.000272 26.145475 1.00
26167014 sid55180 0.000346 26.145821 1.00
26167296 sid55181 0.000282 26.146103 1.00
26167735 sid55183 0.000439 26.146542 1.00
26169001 sid55184 0.001266 26.147808 1.00
26169581 sid55186 0.000580 26.148388 1.00
26169915 sid55187 0.000334 26.148722 1.00
26170240 sid55188 0.000325 26.149047 1.00
26170384 sid55189 0.000144 26.149191 1.00
26170664 sid55190 0.000280 26.149471 1.00
26170977 sid55191 0.000313 26.149784 1.00
26171705 sid55192 0.000728 26.150512 1.00
26171902 sid55193 0.000197 26.150709 1.00
26172328 sid55195 0.000426 26.151135 1.00
26172467 sid55196 0.000139 26.151274 1.00
26172778 sid55197 0.000311 26.151585 1.00
26173062 sid55198 0.000284 26.151869 1.00
26173608 sid55200 0.000546 26.152415 1.00
26173801 sid55201 0.000193 26.152608 1.00
26174017 sid55202 0.000216 26.152824 1.00
26174671 sid55203 0.000654 26.153478 1.00
26174946 sid55204 0.000275 26.153753 1.00
26175160 sid55205 0.000214 26.153967 1.00
26175353 sid55206 0.000193 26.154160 1.00
26175585 sid55207 0.000232 26.154392 1.00
26175739 sid55208 0.000154 26.154546 1.00
26175920 sid55209 0.000181 26.154727 1.00
26176149 sid55210 0.000229 26.154956 1.00
26176524 sid55211 0.000375 26.155331 1.00
26176955 sid55212 0.000431 26.155762 1.00
26177204 sid55213 0.000249 26.156011 1.00
26177454 sid55214 0.000250 26.156261 1.00
26177683 sid55215 0.000229 26.156490 1.00
26178216 sid55217 0.000533 26.157023 1.00
26178450 sid55218 0.000234 26.157257 1.00
26178817 sid55219 0.000367 26.157624 1.00
26179107 sid55220 0.000290 26.157914 1.00
26180130 sid55221 0.001023 26.158937 1.00
26180364 sid55222 0.000234 26.159171 1.00
26180953 sid55224 0.000589 26.159760 1.00
26181138 sid55225 0.000185 26.159945 1.00
26181444 sid55226 0.000306 26.160251 1.00
26182318 sid55227 0.000874 26.161125 1.00
26182477 sid55228 0.000159 26.161284 1.00
26182762 sid55229 0.000285 26.161569 1.00
26183048 sid55230 0.000286 26.161855 1.00
26183453 sid55231 0.000405 26.162260 1.00
26183706 sid55232 0.000253 26.162513 1.00
26183894 sid55233 0.000188 26.162701 1.00
26184219 sid55234 0.000325 26.163026 1.00
26184462 sid55235 0.000243 26.163269 1.00
26185389 sid55236 0.000927 26.164196 1.00
26185672 sid55237 0.000283 26.164479 1.00
26185892 sid55238 0.000220 26.164699 1.00
26186057 sid55239 0.000165 26.164864 1.00
26186306 sid55240 0.000249 26.165113 1.00
26186485 sid55241 0.000179 26.165292 1.00
26187554 sid55242 0.001069 26.166361 1.00
26187838 sid55243 0.000284 26.166645 1.00
26188096 sid55244 0.000258 26.166903 1.00
26188495 sid55245 0.000399 26.167302 1.00
26188730 sid55246 0.000235 26.167537 1.00
26189132 sid55247 0.000402 26.167939 1.00
26189372 sid55248 0.000240 26.168179 1.00
26189585 sid55249 0.000213 26.168392 1.00
26189823 sid55250 0.000238 26.168630 1.00
26190016 sid55251 0.000193 26.168823 1.00
26190326 sid55252 0.000310 26.169133 1.00
26190552 sid55253 0.000226 26.169359 1.00
26190742 sid55254 0.000190 26.169549 1.00
26191452 sid55255 0.000710 26.170259 1.00
26191776 sid55256 0.000324 26.170583 1.00
26191977 sid55257 0.000201 26.170784 1.00
26192307 sid55258 0.000330 26.171114 1.00
26192795 sid55260 0.000488 26.171602 1.00
26192980 sid55261 0.000185 26.171787 1.00
26193143 sid55262 0.000163 26.171950 1.00
26193345 sid55263 0.000202 26.172152 1.00
26193475 sid55264 0.000130 26.172282 1.00
26193743 sid55265 0.000268 26.172550 1.00
26194000 sid55266 0.000257 26.172807 1.00
26194311 sid55267 0.000311 26.173118 1.00
26194544 sid55268 0.000233 26.173351 1.00
26194773 sid55269 0.000229 26.173580 1.00
26195053 sid55270 0.000280 26.173860 1.00
26195194 sid55271 0.000141 26.174001 1.00
26195390 sid55272 0.000196 26.174197 1.00
26195624 sid55273 0.000234 26.174431 1.00
26196190 sid55274 0.000566 26.174997 1.00
26196395 sid55275 0.000205 26.175202 1.00
26196702 sid55276 0.000307 26.175509 1.00
26196942 sid55277 0.000240 26.175749 1.00
26197240 sid55278 0.000298 26.176047 1.00
26197411 sid55279 0.000171 26.176218 1.00
26197619 sid55280 0.000208 26.176426 1.00
26197781 sid55281 0.000162 26.176588 1.00
26197967 sid55282 0.000186 26.176774 1.00
26198225 sid55283 0.000258 26.177032 1.00
26198605 sid55284 0.000380 26.177412 1.00
26198771 sid55285 0.000166 26.177578 1.00
26200446 sid55287 0.001675 26.179253 1.00
26201162 sid55288 0.000716 26.179969 1.00
26201588 sid55289 0.000426 26.180395 1.00
26201883 sid55290 0.000295 26.180690 1.00
26202375 sid55292 0.000492 26.181182 1.00
26202580 sid55293 0.000205 26.181387 1.00
26202861 sid55294 0.000281 26.181668 1.00
26203088 sid55295 0.000227 26.181895 1.00
26203291 sid55296 0.000203 26.182098 1.00
26203909 sid55298 0.000618 26.182716 1.00
26204090 sid55299 0.000181 26.182897 1.00
26204439 sid55301 0.000349 26.183246 1.00
26204645 sid55302 0.000206 26.183452 1.00
26205043 sid55304 0.000398 26.183850 1.00
26205266 sid55305 0.000223 26.184073 1.00
26205498 sid55306 0.000232 26.184305 1.00
26205755 sid55307 0.000257 26.184562 1.00
26205981 sid55308 0.000226 26.184788 1.00
26206251 sid55309 0.000270 26.185058 1.00
26210446 sid55310 0.004195 26.189253 1.00
26211931 sid55311 0.001485 26.190738 1.00
26212170 sid55312 0.000239 26.190977 1.00
26212671 sid55314 0.000501 26.191478 1.00
26212887 sid55315 0.000216 26.191694 1.00
26213214 sid55316 0.000327 26.192021 1.00
26213392 sid55317 0.000178 26.192199 1.00
26214204 sid55318 0.000812 26.193011 1.00
26214760 sid55320 0.000556 26.193567 1.00
26215077 sid55321 0.000317 26.193884 1.00
26215245 sid55322 0.000168 26.194052 1.00
26215659 sid55324 0.000414 26.194466 1.00
26216146 sid55325 0.000487 26.194953 1.00
26216556 sid55326 0.000410 26.195363 1.00
26216800 sid55327 0.000244 26.195607 1.00
26216936 sid55328 0.000136 26.195743 1.00
26217145 sid55329 0.000209 26.195952 1.00
26217513 sid55330 0.000368 26.196320 1.00
26217786 sid55331 0.000273 26.196593 1.00
26218407 sid55333 0.000621 26.197214 1.00
26218954 sid55335 0.000547 26.197761 1.00
26219410 sid55337 0.000456 26.198217 1.00
26219706 sid55338 0.000296 26.198513 1.00
26219987 sid55339 0.000281 26.198794 1.00
26220226 sid55340 0.000239 26.199033 1.00
26220497 sid55341 0.000271 26.199304 1.00
26220793 sid55342 0.000296 26.199600 1.00
26220974 sid55343 0.000181 26.199781 1.00
26221219 sid55344 0.000245 26.200026 1.00
26222236 sid55345 0.001017 26.201043 1.00
26222637 sid55346 0.000401 26.201444 1.00
26222935 sid55347 0.000298 26.201742 1.00
26223510 sid55348 0.000575 26.202317 1.00
26223687 sid55349 0.000177 26.202494 1.00
26224018 sid55350 0.000331 26.202825 1.00
26224329 sid55351 0.000311 26.203136 1.00
26224552 sid55352 0.000223 26.203359 1.00
26224891 sid55353 0.000339 26.203698 1.00
26225052 sid55354 0.000161 26.203859 1.00
26226607 sid55355 0.001555 26.205414 1.00
26227216 sid55357 0.000609 26.206023 1.00
26227641 sid55358 0.000425 26.206448 1.00
26227901 sid55359 0.000260 26.206708 1.00
26228203 sid55360 0.000302 26.207010 1.00
26228456 sid55361 0.000253 26.207263 1.00
26228803 sid55362 0.000347 26.207610 1.00
26229152 sid55363 0.000349 26.207959 1.00
26229428 sid55364 0.000276 26.208235 1.00
26229784 sid55365 0.000356 26.208591 1.00
26229978 sid55366 0.000194 26.208785 1.00
26230690 sid55367 0.000712 26.209497 1.00
26230876 sid55368 0.000186 26.209683 1.00
26231138 sid55369 0.000262 26.209945 1.00
26231444 sid55370 0.000306 26.210251 1.00
26231712 sid55371 0.000268 26.210519 1.00
26232320 sid55372 0.000608 26.211127 1.00
26232631 sid55373 0.000311 26.211438 1.00
26232965 sid55374 0.000334 26.211772 1.00
26234932 sid55375 0.001967 26.213739 1.00
26235119 sid55376 0.000187 26.213926 1.00
26235480 sid55377 0.000361 26.214287 1.00
26235663 sid55378 0.000183 26.214470 1.00
26236243 sid55380 0.000580 26.215050 1.00
26236585 sid55381 0.000342 26.215392 1.00
26236805 sid55382 0.000220 26.215612 1.00
26237096 sid55383 0.000291 26.215903 1.00
26237557 sid55385 0.000461 26.216364 1.00
26238189 sid55386 0.000632 26.216996 1.00
26238838 sid55387 0.000649 26.217645 1.00
26239094 sid55388 0.000256 26.217901 1.00
26239348 sid55389 0.000254 26.218155 1.00
26239597 sid55390 0.000249 26.218404 1.00
26239814 sid55391 0.000217 26.218621 1.00
26240131 sid55392 0.000317 26.218938 1.00
26240419 sid55393 0.000288 26.219226 1.00
26240765 sid55394 0.000346 26.219572 1.00
26240993 sid55395 0.000228 26.219800 1.00
26241145 sid55396 0.000152 26.219952 1.00
26241436 sid55397 0.000291 26.220243 1.00
26243444 sid55398 0.002008 26.222251 1.00
26243885 sid55400 0.000441 26.222692 1.00
26244059 sid55401 0.000174 26.222866 1.00
26244243 sid55402 0.000184 26.223050 1.00
26244503 sid55403 0.000260 26.223310 1.00
26245188 sid55404 0.000685 26.223995 1.00
26245516 sid55405 0.000328 26.224323 1.00
26245752 sid55406 0.000236 26.224559 1.00
26245964 sid55407 0.000212 26.224771 1.00
26246282 sid55408 0.000318 26.225089 1.00
26246590 sid55409 0.000308 26.225397 1.00
26247093 sid55411 0.000503 26.225900 1.00
26247621 sid55412 0.000528 26.226428 1.00
26247953 sid55413 0.000332 26.226760 1.00
26248244 sid55414 0.000291 26.227051 1.00
26248556 sid55415 0.000312 26.227363 1.00
26248816 sid55416 0.000260 26.227623 1.00
26249392 sid55418 0.000576 26.228199 1.00
26249665 sid55419 0.000273 26.228472 1.00
26249908 sid55420 0.000243 26.228715 1.00
26250234 sid55421 0.000326 26.229041 1.00
26250441 sid55422 0.000207 26.229248 1.00
26250699 sid55423 0.000258 26.229506 1.00
26250964 sid55424 0.000265 26.229771 1.00
26252358 sid55426 0.001394 26.231165 1.00
26252529 sid55427 0.000171 26.231336 1.00
26252710 sid55428 0.000181 26.231517 1.00
26252973 sid55429 0.000263 26.231780 1.00
26253340 sid55430 0.000367 26.232147 1.00
26253669 sid55431 0.000329 26.232476 1.00
26253992 sid55432 0.000323 26.232799 1.00
26254174 sid55433 0.000182 26.232981 1.00
26254673 sid55434 0.000499 26.233480 1.00
26254959 sid55435 0.000286 26.233766 1.00
26255290 sid55436 0.000331 26.234097 1.00
26256498 sid55437 0.001208 26.235305 1.00
26257056 sid55439 0.000558 26.235863 1.00
26257232 sid55440 0.000176 26.236039 1.00
26257472 sid55441 0.000240 26.236279 1.00
26257693 sid55442 0.000221 26.236500 1.00
26258332 sid55444 0.000639 26.237139 1.00
26258498 sid55445 0.000166 26.237305 1.00
26258687 sid55446 0.000189 26.237494 1.00
26259170 sid55447 0.000483 26.237977 1.00
26259692 sid55449 0.000522 26.238499 1.00
26260206 sid55451 0.000514 26.239013 1.00
26262155 sid55452 0.001949 26.240962 1.00
26262367 sid55453 0.000212 26.241174 1.00
26262642 sid55454 0.000275 26.241449 1.00
26262818 sid55455 0.000176 26.241625 1.00
26263019 sid55456 0.000201 26.241826 1.00
26263315 sid55457 0.000296 26.242122 1.00
26263553 sid55458 0.000238 26.242360 1.00
26263720 sid55459 0.000167 26.242527 1.00
26264657 sid55460 0.000937 26.243464 1.00
26267827 sid55462 0.003170 26.246634 1.00
26268030 sid55463 0.000203 26.246837 1.00
26268159 sid55464 0.000129 26.246966 1.00
26268554 sid55465 0.000395 26.247361 1.00
26268855 sid55466 0.000301 26.247662 1.00
26269177 sid55467 0.000322 26.247984 1.00
26269370 sid55468 0.000193 26.248177 1.00
26269578 sid55469 0.000208 26.248385 1.00
26269829 sid55470 0.000251 26.248636 1.00
26271071 sid55471 0.001242 26.249878 1.00
26271326 sid55472 0.000255 26.250133 1.00
26271606 sid55473 0.000280 26.250413 1.00
26272141 sid55475 0.000535 26.250948 1.00
26272307 sid55476 0.000166 26.251114 1.00
26272551 sid55477 0.000244 26.251358 1.00
26272856 sid55478 0.000305 26.251663 1.00
26273617 sid55479 0.000761 26.252424 1.00
26274225 sid55482 0.000608 26.253032 1.00
26274375 sid55483 0.000150 26.253182 1.00
26274576 sid55484 0.000201 26.253383 1.00
26275007 sid55485 0.000431 26.253814 1.00
26275696 sid55487 0.000689 26.254503 1.00
26276113 sid55488 0.000417 26.254920 1.00
26276341 sid55489 0.000228 26.255148 1.00
26276567 sid55490 0.000226 26.255374 1.00
26276755 sid55491 0.000188 26.255562 1.00
26277318 sid55492 0.000563 26.256125 1.00
26277543 sid55493 0.000225 26.256350 1.00
26277770 sid55494 0.000227 26.256577 1.00
26277995 sid55495 0.000225 26.256802 1.00
26278202 sid55496 0.000207 26.257009 1.00
26278760 sid55498 0.000558 26.257567 1.00
26278951 sid55499 0.000191 26.257758 1.00
26280711 sid55501 0.001760 26.259518 1.00
26280893 sid55502 0.000182 26.259700 1.00
26281252 sid55504 0.000359 26.260059 1.00
26281521 sid55505 0.000269 26.260328 1.00
26282104 sid55507 0.000583 26.260911 1.00
26282311 sid55508 0.000207 26.261118 1.00
26282567 sid55509 0.000256 26.261374 1.00
26282857 sid55510 0.000290 26.261664 1.00
26283097 sid55511 0.000240 26.261904 1.00
26283372 sid55512 0.000275 26.262179 1.00
26285123 sid55513 0.001751 26.263930 1.00
26285413 sid55514 0.000290 26.264220 1.00
26285725 sid55515 0.000312 26.264532 1.00
26286009 sid55516 0.000284 26.264816 1.00
26287032 sid55520 0.001023 26.265839 1.00
26287180 sid55521 0.000148 26.265987 1.00
26288697 sid55524 0.001517 26.267504 1.00
26289075 sid55526 0.000378 26.267882 1.00
26289226 sid55527 0.000151 26.268033 1.00
26289667 sid55529 0.000441 26.268474 1.00
26289944 sid55530 0.000277 26.268751 1.00
26290175 sid55531 0.000231 26.268982 1.00
26294882 sid55533 0.004707 26.273689 1.00
26295064 sid55534 0.000182 26.273871 1.00
26295314 sid55535 0.000250 26.274121 1.00
26295480 sid55536 0.000166 26.274287 1.00
26296031 sid55538 0.000551 26.274838 1.00
26296313 sid55539 0.000282 26.275120 1.00
26296444 sid55540 0.000131 26.275251 1.00
26296940 sid55541 0.000496 26.275747 1.00
26297701 sid55542 0.000761 26.276508 1.00
26298547 sid55543 0.000846 26.277354 1.00
26298758 sid55544 0.000211 26.277565 1.00
26299242 sid55546 0.000484 26.278049 1.00
26299806 sid55547 0.000564 26.278613 1.00
26300292 sid55548 0.000486 26.279099 1.00
26300572 sid55549 0.000280 26.279379 1.00
26300750 sid55550 0.000178 26.279557 1.00
26300999 sid55551 0.000249 26.279806 1.00
26301191 sid55552 0.000192 26.279998 1.00
26301914 sid55553 0.000723 26.280721 1.00
26302077 sid55554 0.000163 26.280884 1.00
26302252 sid55555 0.000175 26.281059 1.00
26302506 sid55556 0.000254 26.281313 1.00
26302757 sid55557 0.000251 26.281564 1.00
26303079 sid55558 0.000322 26.281886 1.00
26303313 sid55559 0.000234 26.282120 1.00
26303577 sid55560 0.000264 26.282384 1.00
26304333 sid55563 0.000756 26.283140 1.00
26304453 sid55564 0.000120 26.283260 1.00
26305446 sid55567 0.000993 26.284253 1.00
26305789 sid55568 0.000343 26.284596 1.00
26306067 sid55569 0.000278 26.284874 1.00
26306446 sid55570 0.000379 26.285253 1.00
26307469 sid55571 0.001023 26.286276 1.00
26307722 sid55572 0.000253 26.286529 1.00
26308002 sid55573 0.000280 26.286809 1.00
26308329 sid55574 0.000327 26.287136 1.00
26308535 sid55575 0.000206 26.287342 1.00
26308942 sid55577 0.000407 26.287749 1.00
26309113 sid55578 0.000171 26.287920 1.00
26309314 sid55579 0.000201 26.288121 1.00
26309748 sid55581 0.000434 26.288555 1.00
26309956 sid55582 0.000208 26.288763 1.00
26310119 sid55583 0.000163 26.288926 1.00
26310268 sid55584 0.000149 26.289075 1.00
26310556 sid55585 0.000288 26.289363 1.00
26310798 sid55586 0.000242 26.289605 1.00
26310961 sid55587 0.000163 26.289768 1.00
26311181 sid55588 0.000220 26.289988 1.00
26311345 sid55589 0.000164 26.290152 1.00
26311519 sid55590 0.000174 26.290326 1.00
26311707 sid55591 0.000188 26.290514 1.00
26311924 sid55592 0.000217 26.290731 1.00
26312079 sid55593 0.000155 26.290886 1.00
26312427 sid55595 0.000348 26.291234 1.00
26312647 sid55596 0.000220 26.291454 1.00
26312826 sid55597 0.000179 26.291633 1.00
26313144 sid55598 0.000318 26.291951 1.00
26313443 sid55599 0.000299 26.292250 1.00
26313869 sid55601 0.000426 26.292676 1.00
26314049 sid55602 0.000180 26.292856 1.00
26314278 sid55603 0.000229 26.293085 1.00
26314652 sid55604 0.000374 26.293459 1.00
26315021 sid55605 0.000369 26.293828 1.00
26315211 sid55606 0.000190 26.294018 1.00
26316845 sid55608 0.001634 26.295652 1.00
26318051 sid55609 0.001206 26.296858 1.00
26318272 sid55610 0.000221 26.297079 1.00
26318580 sid55611 0.000308 26.297387 1.00
26319439 sid55612 0.000859 26.298246 1.00
26319820 sid55613 0.000381 26.298627 1.00
26320184 sid55614 0.000364 26.298991 1.00
26320471 sid55615 0.000287 26.299278 1.00
26320807 sid55616 0.000336 26.299614 1.00
26320962 sid55617 0.000155 26.299769 1.00
26322565 sid55618 0.001603 26.301372 1.00
26323040 sid55620 0.000475 26.301847 1.00
26323252 sid55621 0.000212 26.302059 1.00
26324424 sid55623 0.001172 26.303231 1.00
26324662 sid55624 0.000238 26.303469 1.00
26324848 sid55625 0.000186 26.303655 1.00
26326744 sid55627 0.001896 26.305551 1.00
26326991 sid55628 0.000247 26.305798 1.00
26327170 sid55629 0.000179 26.305977 1.00
26327384 sid55630 0.000214 26.306191 1.00
26327787 sid55631 0.000403 26.306594 1.00
26329115 sid55632 0.001328 26.307922 1.00
26329338 sid55633 0.000223 26.308145 1.00
26329551 sid55634 0.000213 26.308358 1.00
26329928 sid55635 0.000377 26.308735 1.00
26330258 sid55636 0.000330 26.309065 1.00
26330746 sid55638 0.000488 26.309553 1.00
26331034 sid55639 0.000288 26.309841 1.00
26331320 sid55640 0.000286 26.310127 1.00
